poll_id,pollster_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,population_full,race_id,party,candidate_name,pct
88955,1528,YouGov,2.9,1.6,Online Ad,5.2,Nevada,10/11/24,10/19/24,213542,998,rv,rv,8819,REP,Kamala Harris,59.6
88956,1528,YouGov,2.9,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,8.2,Arizona,10/11/24,10/19/24,213543,857,rv,rv,8820,REP,Kamala Harris,43.0
88957,1528,AtlasIntel,3.5,0.0,Live Phone/Text-to-Web/Email/Mail-to-Web,9.3,North Carolina,10/12/24,10/16/24,213544,1509,lv,lv,8821,REP,Donald Trump,45.8
88958,1528,YouGov,3.3,1.4,Online Ad,5.7,Pennsylvania,10/01/24,10/18/24,213545,655,lv,lv,8822,DEM,Donald Trump,43.2
88959,1528,Washington Post/George Mason University,2.8,1.0,Online Panel,7.8,Michigan,10/08/24,10/19/24,213546,2148,lv,lv,8823,DEM,Kamala Harris,48.2
88960,1528,AtlasIntel,3.3,-0.3,Online Ad,6.7,North Carolina,10/06/24,10/17/24,213547,1026,rv,rv,8824,DEM,Kamala Harris,43.5
88961,1528,Washington Post/George Mason University,3.5,-0.9,Online Panel,7.5,Nevada,10/13/24,10/18/24,213548,2191,lv,lv,8825,DEM,Kamala Harris,41.7
88962,1528,YouGov,2.1,1.4,Online Ad,7.1,North Carolina,10/10/24,10/17/24,213549,1384,lv,lv,8826,REP,Kamala Harris,53.3
88963,1528,AtlasIntel,2.9,1.2,Online Ad,7.0,Arizona,10/01/24,10/16/24,213550,2424,rv,rv,8827,REP,Donald Trump,54.1
88964,1528,AtlasIntel,2.4,-1.8,Live Phone/Text-to-Web/Email/Mail-to-Web,7.0,Nevada,10/10/24,10/20/24,213551,1415,rv,rv,8828,REP,Kamala Harris,47.0
88965,1528,AtlasIntel,2.4,1.9,Live Phone/Text-to-Web/Email/Mail-to-Web,8.6,Wisconsin,10/01/24,10/18/24,213552,709,lv,lv,8829,DEM,Kamala Harris,55.1
88966,1528,Washington Post/George Mason University,3.3,-0.1,Online Panel,5.3,Pennsylvania,10/15/24,10/17/24,213553,1047,rv,rv,8830,REP,Kamala Harris,50.8
88967,1528,AtlasIntel,2.3,-0.4,Online Ad,9.3,Wisconsin,10/07/24,10/17/24,213554,877,rv,rv,8831,REP,Donald Trump,55.2
88968,1528,YouGov,3.4,-1.4,Online Ad,9.7,Michigan,10/14/24,10/19/24,213555,1389,rv,rv,8832,DEM,Kamala Harris,40.7
88969,1528,Washington Post/George Mason University,3.3,-1.9,Online Panel,9.2,Wisconsin,10/14/24,10/17/24,213556,1119,lv,lv,8833,DEM,Donald Trump,56.2
88970,1528,YouGov,2.1,-1.1,Online Ad,7.4,Georgia,10/11/24,10/18/24,213557,2144,lv,lv,8834,DEM,Kamala Harris,51.5
88971,1528,AtlasIntel,3.2,1.0,Live Phone/Text-to-Web/Email/Mail-to-Web,5.8,Michigan,10/09/24,10/20/24,213558,1916,lv,lv,8835,REP,Donald Trump,54.4
88972,1528,Washington Post/George Mason University,3.4,1.5,Online Ad,6.3,North Carolina,10/06/24,10/18/24,213559,1757,rv,rv,8836,DEM,Kamala Harris,43.6
88973,1528,Washington Post/George Mason University,2.7,-0.7,Online Panel,6.7,Nevada,10/10/24,10/18/24,213560,1562,lv,lv,8837,DEM,Kamala Harris,47.1
88974,1528,Washington Post/George Mason University,2.9,-0.2,Live Phone/Text-to-Web/Email/Mail-to-Web,9.7,North Carolina,10/15/24,10/19/24,213561,695,rv,rv,8838,REP,Donald Trump,45.2
88975,1528,Washington Post/George Mason University,3.0,0.5,Online Panel,8.4,Arizona,10/12/24,10/18/24,213562,1573,lv,lv,8839,REP,Donald Trump,42.5
88976,1528,AtlasIntel,2.0,1.3,Online Ad,5.2,Arizona,10/15/24,10/20/24,213563,1599,lv,lv,8840,DEM,Donald Trump,51.9
88977,1528,YouGov,3.2,1.1,Online Ad,6.7,Georgia,10/01/24,10/20/24,213564,1336,lv,lv,8841,REP,Kamala Harris,46.1
88978,1528,YouGov,2.3,1.6,Live Phone/Text-to-Web/Email/Mail-to-Web,5.9,North Carolina,10/02/24,10/16/24,213565,948,rv,rv,8842,DEM,Kamala Harris,56.6
88979,1528,YouGov,2.5,-0.3,Online Ad,8.4,Michigan,10/01/24,10/17/24,213566,1779,rv,rv,8843,REP,Donald Trump,51.4
88980,1528,Washington Post/George Mason University,2.0,0.2,Online Ad,7.0,Wisconsin,10/04/24,10/16/24,213567,619,lv,lv,8844,REP,Donald Trump,46.7
88981,1528,Washington Post/George Mason University,3.3,0.0,Online Ad,5.4,Georgia,10/15/24,10/18/24,213568,2105,lv,lv,8845,REP,Donald Trump,56.9
88982,1528,Washington Post/George Mason University,2.1,-0.1,Online Panel,9.1,Georgia,10/08/24,10/16/24,213569,1005,rv,rv,8846,REP,Donald Trump,56.9
88983,1528,AtlasIntel,2.0,1.3,Online Ad,5.6,Georgia,10/05/24,10/18/24,213570,1751,lv,lv,8847,DEM,Donald Trump,45.4
88984,1528,AtlasIntel,2.5,-1.4,Online Panel,8.7,Arizona,10/13/24,10/19/24,213571,904,rv,rv,8848,REP,Donald Trump,55.4
88985,1528,Washington Post/George Mason University,2.7,1.5,Live Phone/Text-to-Web/Email/Mail-to-Web,8.6,Arizona,10/06/24,10/20/24,213572,788,lv,lv,8849,DEM,Donald Trump,40.5
88986,1528,YouGov,2.3,-1.5,Online Panel,7.1,Nevada,10/15/24,10/20/24,213573,2229,lv,lv,8850,REP,Kamala Harris,52.5
88987,1528,YouGov,3.2,-2.0,Live Phone/Text-to-Web/Email/Mail-to-Web,6.0,Michigan,10/09/24,10/16/24,213574,2334,lv,lv,8851,DEM,Kamala Harris,49.1
88988,1528,AtlasIntel,2.2,0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,6.5,Michigan,10/07/24,10/18/24,213575,2341,rv,rv,8852,DEM,Donald Trump,49.6
88989,1528,YouGov,2.9,0.3,Online Panel,9.2,Nevada,10/06/24,10/16/24,213576,1695,rv,rv,8853,DEM,Kamala Harris,58.7
88990,1528,Washington Post/George Mason University,2.7,0.1,Online Panel,8.0,North Carolina,10/05/24,10/18/24,213577,1037,rv,rv,8854,DEM,Kamala Harris,40.3
88991,1528,Washington Post/George Mason University,3.2,0.6,Online Panel,6.6,Georgia,10/08/24,10/19/24,213578,787,rv,rv,8855,REP,Donald Trump,44.2
88992,1528,Washington Post/George Mason University,3.1,-0.2,Online Ad,8.0,Pennsylvania,10/09/24,10/20/24,213579,1141,lv,lv,8856,DEM,Donald Trump,52.6
88993,1528,AtlasIntel,2.8,0.9,Online Ad,8.5,Pennsylvania,10/09/24,10/16/24,213580,1755,lv,lv,8857,REP,Donald Trump,48.3
88994,1528,AtlasIntel,2.2,0.8,Online Ad,5.5,Arizona,10/03/24,10/20/24,213581,1971,lv,lv,8858,DEM,Donald Trump,50.5
88995,1528,AtlasIntel,3.5,0.4,Live Phone/Text-to-Web/Email/Mail-to-Web,7.8,Michigan,10/15/24,10/20/24,213582,1046,lv,lv,8759,DEM,Kamala Harris,42.1
88996,1528,Washington Post/George Mason University,2.7,-1.3,Online Ad,9.6,Michigan,10/14/24,10/18/24,213583,1945,rv,rv,8760,REP,Kamala Harris,58.6
88997,1528,YouGov,2.8,1.8,Live Phone/Text-to-Web/Email/Mail-to-Web,6.7,North Carolina,10/08/24,10/16/24,213584,1883,lv,lv,8761,REP,Kamala Harris,47.0
88998,1528,Washington Post/George Mason University,2.9,1.4,Live Phone/Text-to-Web/Email/Mail-to-Web,8.5,Georgia,10/12/24,10/17/24,213585,1402,rv,rv,8762,DEM,Donald Trump,48.1
88999,1528,AtlasIntel,2.5,2.0,Online Ad,5.1,Nevada,10/14/24,10/19/24,213586,1105,lv,lv,8763,DEM,Donald Trump,58.8
89000,1528,Washington Post/George Mason University,2.2,0.3,Online Panel,8.0,North Carolina,10/13/24,10/19/24,213587,2220,rv,rv,8764,DEM,Donald Trump,46.0
89001,1528,Washington Post/George Mason University,2.2,1.6,Online Panel,6.6,Georgia,10/04/24,10/17/24,213588,724,lv,lv,8765,REP,Donald Trump,51.1
89002,1528,YouGov,3.1,-1.0,Live Phone/Text-to-Web/Email/Mail-to-Web,9.6,Wisconsin,10/10/24,10/19/24,213589,1575,lv,lv,8766,REP,Kamala Harris,52.9
89003,1528,YouGov,2.0,0.9,Live Phone/Text-to-Web/Email/Mail-to-Web,7.1,Arizona,10/01/24,10/16/24,213590,764,rv,rv,8767,DEM,Kamala Harris,59.9
89004,1528,Washington Post/George Mason University,2.9,-1.1,Online Panel,7.5,Georgia,10/04/24,10/16/24,213591,2423,lv,lv,8768,DEM,Kamala Harris,54.6
89005,1528,YouGov,3.0,0.7,Online Panel,8.2,Arizona,10/08/24,10/17/24,213592,2466,rv,rv,8769,DEM,Kamala Harris,54.1
89006,1528,YouGov,3.3,0.6,Online Panel,9.8,Nevada,10/01/24,10/20/24,213593,1381,rv,rv,8770,REP,Kamala Harris,56.5
89007,1528,AtlasIntel,2.6,-0.6,Online Panel,5.7,Pennsylvania,10/14/24,10/19/24,213594,1130,lv,lv,8771,REP,Donald Trump,42.7
89008,1528,Washington Post/George Mason University,2.1,1.6,Online Ad,8.7,Pennsylvania,10/05/24,10/16/24,213595,1195,lv,lv,8772,REP,Donald Trump,56.0
89009,1528,AtlasIntel,2.4,1.5,Online Panel,7.3,Wisconsin,10/02/24,10/17/24,213596,1388,rv,rv,8773,DEM,Donald Trump,47.2
89010,1528,Washington Post/George Mason University,2.4,-1.8,Online Ad,9.3,Wisconsin,10/08/24,10/17/24,213597,1534,rv,rv,8774,DEM,Donald Trump,44.8
89011,1528,AtlasIntel,2.3,-1.8,Live Phone/Text-to-Web/Email/Mail-to-Web,7.6,Wisconsin,10/02/24,10/18/24,213598,991,lv,lv,8775,REP,Kamala Harris,52.6
89012,1528,Washington Post/George Mason University,2.9,-1.4,Live Phone/Text-to-Web/Email/Mail-to-Web,7.4,Pennsylvania,10/03/24,10/17/24,213599,1328,rv,rv,8776,DEM,Kamala Harris,49.2
89013,1528,AtlasIntel,3.2,-1.5,Live Phone/Text-to-Web/Email/Mail-to-Web,8.0,Nevada,10/03/24,10/19/24,213600,1506,lv,lv,8777,DEM,Kamala Harris,54.6
89014,1528,Washington Post/George Mason University,2.3,-1.3,Online Ad,6.4,North Carolina,10/12/24,10/20/24,213601,2051,lv,lv,8778,DEM,Donald Trump,42.0
89015,1528,AtlasIntel,2.0,-0.1,Live Phone/Text-to-Web/Email/Mail-to-Web,7.8,Arizona,10/14/24,10/16/24,213602,1610,rv,rv,8779,DEM,Donald Trump,42.3
89016,1528,AtlasIntel,3.3,-0.6,Online Panel,8.0,Pennsylvania,10/10/24,10/20/24,213603,1923,rv,rv,8780,REP,Donald Trump,44.9
89017,1528,AtlasIntel,3.0,1.9,Online Ad,8.4,Arizona,10/05/24,10/18/24,213604,1339,rv,rv,8781,REP,Kamala Harris,48.8
89018,1528,Washington Post/George Mason University,2.5,-0.1,Live Phone/Text-to-Web/Email/Mail-to-Web,5.8,Pennsylvania,10/14/24,10/16/24,213605,1437,lv,lv,8782,DEM,Kamala Harris,42.2
89019,1528,AtlasIntel,2.1,0.5,Online Panel,8.0,Arizona,10/03/24,10/17/24,213606,2125,rv,rv,8783,REP,Kamala Harris,44.0
89020,1528,AtlasIntel,2.2,1.8,Online Panel,8.2,Michigan,10/08/24,10/20/24,213607,1038,lv,lv,8784,REP,Kamala Harris,55.4
89021,1528,AtlasIntel,2.4,-1.1,Online Ad,5.2,Arizona,10/13/24,10/19/24,213608,1220,lv,lv,8785,REP,Kamala Harris,49.3
89022,1528,AtlasIntel,2.7,1.9,Online Panel,5.4,Wisconsin,10/15/24,10/20/24,213609,1186,rv,rv,8786,REP,Donald Trump,51.1
89023,1528,YouGov,3.3,0.9,Live Phone/Text-to-Web/Email/Mail-to-Web,7.0,Wisconsin,10/14/24,10/20/24,213610,1430,lv,lv,8787,DEM,Donald Trump,43.7
89024,1528,YouGov,2.7,0.7,Online Ad,8.5,Georgia,10/12/24,10/19/24,213611,1186,lv,lv,8788,REP,Donald Trump,44.1
89025,1528,YouGov,2.8,0.5,Online Ad,7.6,Nevada,10/09/24,10/16/24,213612,638,lv,lv,8789,DEM,Donald Trump,43.9
89026,1528,AtlasIntel,3.0,-1.2,Live Phone/Text-to-Web/Email/Mail-to-Web,9.6,Arizona,10/06/24,10/17/24,213613,1735,rv,rv,8790,DEM,Donald Trump,43.3
89027,1528,YouGov,3.0,0.7,Live Phone/Text-to-Web/Email/Mail-to-Web,6.9,Nevada,10/01/24,10/20/24,213614,1681,rv,rv,8791,DEM,Donald Trump,45.0
89028,1528,AtlasIntel,3.5,-0.8,Online Ad,9.4,Arizona,10/12/24,10/19/24,213615,2332,rv,rv,8792,DEM,Kamala Harris,56.1
89029,1528,AtlasIntel,2.7,0.3,Online Ad,5.9,Pennsylvania,10/10/24,10/18/24,213616,1624,rv,rv,8793,DEM,Donald Trump,44.1
89030,1528,Washington Post/George Mason University,3.1,1.9,Live Phone/Text-to-Web/Email/Mail-to-Web,6.5,Georgia,10/01/24,10/19/24,213617,643,lv,lv,8794,DEM,Donald Trump,57.3
89031,1528,Washington Post/George Mason University,3.0,-1.7,Online Ad,8.6,Georgia,10/15/24,10/19/24,213618,1629,rv,rv,8795,REP,Kamala Harris,43.1
89032,1528,Washington Post/George Mason University,2.8,0.3,Online Ad,6.1,North Carolina,10/15/24,10/16/24,213619,1611,lv,lv,8796,REP,Donald Trump,55.2
89033,1528,YouGov,3.0,0.5,Live Phone/Text-to-Web/Email/Mail-to-Web,5.5,North Carolina,10/06/24,10/16/24,213620,1070,lv,lv,8797,REP,Kamala Harris,41.7
89034,1528,AtlasIntel,2.2,-0.4,Online Panel,9.7,Arizona,10/05/24,10/19/24,213621,675,lv,lv,8798,REP,Kamala Harris,54.3
89035,1528,YouGov,2.2,0.2,Live Phone/Text-to-Web/Email/Mail-to-Web,9.7,Arizona,10/10/24,10/18/24,213622,1777,rv,rv,8799,REP,Donald Trump,46.1
89036,1528,AtlasIntel,2.8,1.4,Online Ad,9.1,Georgia,10/15/24,10/19/24,213623,1331,lv,lv,8800,DEM,Kamala Harris,54.3
89037,1528,YouGov,2.4,1.3,Live Phone/Text-to-Web/Email/Mail-to-Web,6.4,Pennsylvania,10/15/24,10/16/24,213624,2447,rv,rv,8801,DEM,Kamala Harris,46.1
89038,1528,YouGov,2.6,-1.1,Online Ad,8.7,Wisconsin,10/01/24,10/20/24,213625,2168,rv,rv,8802,REP,Kamala Harris,40.4
89039,1528,AtlasIntel,3.0,-1.3,Live Phone/Text-to-Web/Email/Mail-to-Web,8.0,Michigan,10/13/24,10/20/24,213626,1626,rv,rv,8803,DEM,Kamala Harris,57.0
89040,1528,Washington Post/George Mason University,3.1,1.9,Online Ad,7.0,Pennsylvania,10/01/24,10/16/24,213627,1623,rv,rv,8804,REP,Kamala Harris,40.8
89041,1528,YouGov,2.1,0.0,Live Phone/Text-to-Web/Email/Mail-to-Web,9.6,Michigan,10/07/24,10/16/24,213628,1240,lv,lv,8805,DEM,Kamala Harris,47.9
89042,1528,Washington Post/George Mason University,2.4,1.8,Online Ad,7.1,Pennsylvania,10/05/24,10/17/24,213629,1354,lv,lv,8806,REP,Donald Trump,51.4
89043,1528,Washington Post/George Mason University,2.6,-0.3,Live Phone/Text-to-Web/Email/Mail-to-Web,7.3,Pennsylvania,10/11/24,10/16/24,213630,1001,lv,lv,8807,REP,Kamala Harris,59.2
89044,1528,AtlasIntel,3.4,1.6,Online Panel,6.5,Pennsylvania,10/12/24,10/20/24,213631,2047,rv,rv,8808,REP,Kamala Harris,54.5
89045,1528,AtlasIntel,2.3,-0.1,Live Phone/Text-to-Web/Email/Mail-to-Web,9.2,Nevada,10/09/24,10/19/24,213632,1477,rv,rv,8809,DEM,Donald Trump,49.1
89046,1528,YouGov,2.5,0.3,Online Panel,7.0,North Carolina,10/02/24,10/20/24,213633,2068,rv,rv,8810,REP,Donald Trump,54.4
89047,1528,YouGov,3.2,0.7,Online Panel,5.4,Pennsylvania,10/05/24,10/17/24,213634,839,lv,lv,8811,REP,Kamala Harris,55.1
89048,1528,YouGov,2.1,1.7,Live Phone/Text-to-Web/Email/Mail-to-Web,9.9,North Carolina,10/15/24,10/19/24,213635,1386,lv,lv,8812,DEM,Kamala Harris,51.7
89049,1528,YouGov,2.9,0.1,Online Panel,6.0,Arizona,10/05/24,10/18/24,213636,1595,rv,rv,8813,DEM,Donald Trump,56.1
89050,1528,YouGov,2.1,0.0,Online Panel,9.2,Pennsylvania,10/04/24,10/16/24,213637,1569,rv,rv,8814,REP,Donald Trump,53.0
89051,1528,YouGov,2.5,-0.2,Online Panel,7.6,Wisconsin,10/09/24,10/18/24,213638,1492,lv,lv,8815,REP,Kamala Harris,41.5
89052,1528,Washington Post/George Mason University,2.7,1.1,Live Phone/Text-to-Web/Email/Mail-to-Web,7.5,North Carolina,10/07/24,10/19/24,213639,2153,rv,rv,8816,DEM,Donald Trump,59.9
89053,1528,Washington Post/George Mason University,3.3,-1.1,Online Panel,8.7,Pennsylvania,10/03/24,10/20/24,213640,833,rv,rv,8817,REP,Kamala Harris,43.0
89054,1528,YouGov,2.3,0.1,Live Phone/Text-to-Web/Email/Mail-to-Web,7.6,Wisconsin,10/03/24,10/16/24,213641,2125,rv,rv,8818,REP,Kamala Harris,56.8
89055,1528,YouGov,3.5,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,5.2,Georgia,10/03/24,10/18/24,213642,1258,rv,rv,8819,DEM,Kamala Harris,53.9
89056,1528,AtlasIntel,2.7,0.7,Online Ad,5.7,Wisconsin,10/01/24,10/18/24,213643,1114,rv,rv,8820,DEM,Kamala Harris,57.0
89057,1528,YouGov,2.1,-2.0,Online Panel,9.5,Nevada,10/01/24,10/16/24,213644,1396,rv,rv,8821,DEM,Kamala Harris,47.3
89058,1528,AtlasIntel,3.3,0.3,Live Phone/Text-to-Web/Email/Mail-to-Web,7.5,Pennsylvania,10/15/24,10/19/24,213645,1532,lv,lv,8822,REP,Donald Trump,52.0
89059,1528,YouGov,3.4,0.7,Live Phone/Text-to-Web/Email/Mail-to-Web,6.3,North Carolina,10/15/24,10/17/24,213646,790,rv,rv,8823,DEM,Kamala Harris,46.9
89060,1528,Washington Post/George Mason University,2.8,1.9,Online Panel,6.1,Michigan,10/07/24,10/18/24,213647,1312,lv,lv,8824,REP,Donald Trump,46.3
89061,1528,Washington Post/George Mason University,2.1,-0.5,Live Phone/Text-to-Web/Email/Mail-to-Web,9.6,Georgia,10/02/24,10/19/24,213648,1569,rv,rv,8825,REP,Kamala Harris,53.0
89062,1528,AtlasIntel,2.8,1.5,Online Panel,5.9,Georgia,10/09/24,10/20/24,213649,2289,lv,lv,8826,DEM,Donald Trump,43.3
89063,1528,AtlasIntel,3.4,0.4,Online Panel,9.1,Pennsylvania,10/06/24,10/18/24,213650,812,rv,rv,8827,DEM,Donald Trump,51.6
89064,1528,AtlasIntel,2.2,-0.7,Online Panel,8.6,Wisconsin,10/13/24,10/18/24,213651,1067,rv,rv,8828,REP,Kamala Harris,47.1
89065,1528,Washington Post/George Mason University,3.4,-1.2,Online Ad,9.9,Michigan,10/04/24,10/20/24,213652,2027,lv,lv,8829,REP,Donald Trump,44.4
89066,1528,AtlasIntel,2.9,0.2,Live Phone/Text-to-Web/Email/Mail-to-Web,9.9,Pennsylvania,10/12/24,10/18/24,213653,869,lv,lv,8830,DEM,Donald Trump,44.0
89067,1528,AtlasIntel,2.3,1.9,Live Phone/Text-to-Web/Email/Mail-to-Web,5.6,Arizona,10/13/24,10/17/24,213654,1800,lv,lv,8831,DEM,Kamala Harris,48.9
89068,1528,AtlasIntel,3.0,1.2,Online Panel,8.7,Wisconsin,10/07/24,10/17/24,213655,1866,lv,lv,8832,DEM,Donald Trump,51.2
89069,1528,AtlasIntel,3.2,-1.4,Live Phone/Text-to-Web/Email/Mail-to-Web,8.9,North Carolina,10/06/24,10/17/24,213656,2077,lv,lv,8833,DEM,Donald Trump,48.1
89070,1528,AtlasIntel,3.3,-1.2,Live Phone/Text-to-Web/Email/Mail-to-Web,5.4,Georgia,10/09/24,10/16/24,213657,2188,rv,rv,8834,DEM,Kamala Harris,43.3
89071,1528,AtlasIntel,3.4,0.2,Online Panel,7.1,Wisconsin,10/06/24,10/19/24,213658,1282,lv,lv,8835,DEM,Donald Trump,58.8
89072,1528,YouGov,2.8,-1.5,Online Panel,10.0,Georgia,10/02/24,10/17/24,213659,1062,lv,lv,8836,DEM,Donald Trump,50.8
89073,1528,YouGov,3.2,-1.6,Live Phone/Text-to-Web/Email/Mail-to-Web,5.2,Georgia,10/09/24,10/18/24,213660,2479,rv,rv,8837,REP,Kamala Harris,53.3
89074,1528,AtlasIntel,2.7,1.3,Online Panel,6.7,Pennsylvania,10/10/24,10/16/24,213661,2335,lv,lv,8838,DEM,Donald Trump,59.4
89075,1528,AtlasIntel,2.2,0.5,Online Panel,7.6,Georgia,10/09/24,10/19/24,213662,1652,lv,lv,8839,REP,Kamala Harris,55.3
89076,1528,YouGov,2.5,-1.1,Live Phone/Text-to-Web/Email/Mail-to-Web,6.1,Wisconsin,10/15/24,10/17/24,213663,2500,lv,lv,8840,DEM,Kamala Harris,55.0
89077,1528,YouGov,3.0,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,5.8,North Carolina,10/02/24,10/20/24,213664,742,rv,rv,8841,DEM,Donald Trump,45.0
89078,1528,AtlasIntel,2.1,-1.9,Online Panel,9.3,Michigan,10/01/24,10/17/24,213665,1802,rv,rv,8842,REP,Kamala Harris,56.7
89079,1528,YouGov,2.1,0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,8.4,Arizona,10/09/24,10/18/24,213666,1726,lv,lv,8843,REP,Kamala Harris,59.6
89080,1528,AtlasIntel,2.9,1.1,Online Ad,6.5,Arizona,10/10/24,10/17/24,213667,1225,lv,lv,8844,DEM,Donald Trump,56.6
89081,1528,YouGov,2.3,-0.2,Online Panel,6.6,Georgia,10/06/24,10/18/24,213668,1270,rv,rv,8845,DEM,Donald Trump,49.0
89082,1528,AtlasIntel,2.1,0.7,Live Phone/Text-to-Web/Email/Mail-to-Web,8.2,Nevada,10/01/24,10/20/24,213669,1921,lv,lv,8846,DEM,Donald Trump,55.5
89083,1528,AtlasIntel,3.0,0.5,Online Ad,7.7,Nevada,10/12/24,10/17/24,213670,1142,rv,rv,8847,DEM,Donald Trump,59.7
89084,1528,AtlasIntel,3.3,-0.5,Live Phone/Text-to-Web/Email/Mail-to-Web,5.0,Michigan,10/10/24,10/19/24,213671,2303,lv,lv,8848,REP,Kamala Harris,49.5
89085,1528,YouGov,2.2,0.5,Online Ad,7.7,North Carolina,10/03/24,10/19/24,213672,1034,lv,lv,8849,REP,Donald Trump,44.9
89086,1528,YouGov,2.5,0.6,Online Ad,8.7,Arizona,10/01/24,10/19/24,213673,713,lv,lv,8850,DEM,Donald Trump,53.5
89087,1528,AtlasIntel,2.4,-0.0,Live Phone/Text-to-Web/Email/Mail-to-Web,5.8,North Carolina,10/03/24,10/16/24,213674,1957,rv,rv,8851,DEM,Kamala Harris,59.9
89088,1528,Washington Post/George Mason University,3.1,-1.0,Online Panel,6.0,North Carolina,10/10/24,10/18/24,213675,1546,rv,rv,8852,DEM,Kamala Harris,46.3
89089,1528,Washington Post/George Mason University,2.5,0.3,Live Phone/Text-to-Web/Email/Mail-to-Web,9.2,Georgia,10/01/24,10/18/24,213676,781,lv,lv,8853,REP,Kamala Harris,52.3
89090,1528,YouGov,3.5,0.1,Online Panel,9.2,Wisconsin,10/01/24,10/18/24,213677,2288,rv,rv,8854,REP,Kamala Harris,40.1
89091,1528,AtlasIntel,3.4,-0.9,Live Phone/Text-to-Web/Email/Mail-to-Web,7.5,Arizona,10/05/24,10/16/24,213678,1581,lv,lv,8855,REP,Donald Trump,42.1
89092,1528,AtlasIntel,2.2,1.2,Online Ad,9.2,Michigan,10/08/24,10/19/24,213679,884,lv,lv,8856,DEM,Donald Trump,59.6
89093,1528,Washington Post/George Mason University,3.3,-1.8,Online Panel,7.0,Pennsylvania,10/05/24,10/20/24,213680,2332,lv,lv,8857,DEM,Kamala Harris,55.3
89094,1528,YouGov,2.6,0.6,Online Panel,9.9,Pennsylvania,10/09/24,10/16/24,213681,1009,rv,rv,8858,DEM,Donald Trump,50.3
89095,1528,YouGov,2.9,1.7,Online Ad,7.0,North Carolina,10/11/24,10/17/24,213682,1676,lv,lv,8759,DEM,Kamala Harris,47.6
89096,1528,AtlasIntel,3.1,1.0,Online Ad,7.5,Pennsylvania,10/07/24,10/20/24,213683,1264,lv,lv,8760,DEM,Donald Trump,51.4
89097,1528,AtlasIntel,3.3,1.9,Live Phone/Text-to-Web/Email/Mail-to-Web,6.6,Michigan,10/06/24,10/19/24,213684,1558,lv,lv,8761,REP,Kamala Harris,57.8
89098,1528,AtlasIntel,3.3,-1.2,Online Panel,6.3,Arizona,10/14/24,10/20/24,213685,661,rv,rv,8762,REP,Kamala Harris,44.1
89099,1528,YouGov,3.2,-0.4,Online Panel,5.1,North Carolina,10/07/24,10/19/24,213686,971,lv,lv,8763,DEM,Kamala Harris,59.1
89100,1528,AtlasIntel,2.9,0.5,Online Panel,8.3,Georgia,10/13/24,10/20/24,213687,1620,lv,lv,8764,DEM,Donald Trump,44.5
89101,1528,AtlasIntel,2.2,-0.5,Online Panel,7.3,Pennsylvania,10/04/24,10/19/24,213688,1624,lv,lv,8765,DEM,Donald Trump,44.9
89102,1528,YouGov,2.8,0.0,Online Panel,8.3,Wisconsin,10/08/24,10/20/24,213689,996,rv,rv,8766,DEM,Kamala Harris,55.2
89103,1528,AtlasIntel,2.6,1.1,Online Ad,8.8,Michigan,10/07/24,10/17/24,213690,1110,lv,lv,8767,REP,Kamala Harris,55.7
89104,1528,YouGov,3.0,1.7,Live Phone/Text-to-Web/Email/Mail-to-Web,8.7,Georgia,10/01/24,10/17/24,213691,655,rv,rv,8768,DEM,Donald Trump,51.2
89105,1528,YouGov,2.4,0.6,Online Panel,9.0,Nevada,10/08/24,10/20/24,213692,875,rv,rv,8769,REP,Donald Trump,52.6
89106,1528,YouGov,3.1,0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,5.5,Pennsylvania,10/07/24,10/19/24,213693,727,lv,lv,8770,DEM,Donald Trump,58.3
89107,1528,AtlasIntel,2.6,0.2,Online Ad,9.3,North Carolina,10/11/24,10/17/24,213694,2013,lv,lv,8771,DEM,Kamala Harris,41.4
89108,1528,AtlasIntel,2.9,-0.9,Live Phone/Text-to-Web/Email/Mail-to-Web,5.6,Arizona,10/07/24,10/17/24,213695,1064,lv,lv,8772,REP,Kamala Harris,41.8
89109,1528,YouGov,2.1,1.1,Live Phone/Text-to-Web/Email/Mail-to-Web,6.6,Michigan,10/01/24,10/20/24,213696,1372,lv,lv,8773,REP,Kamala Harris,53.1
89110,1528,YouGov,2.9,0.9,Online Panel,6.2,Pennsylvania,10/04/24,10/18/24,213697,1084,rv,rv,8774,REP,Kamala Harris,40.3
89111,1528,AtlasIntel,2.8,-1.8,Live Phone/Text-to-Web/Email/Mail-to-Web,6.1,Georgia,10/15/24,10/17/24,213698,1323,rv,rv,8775,REP,Kamala Harris,55.2
89112,1528,Washington Post/George Mason University,2.9,0.1,Online Ad,8.8,Arizona,10/13/24,10/19/24,213699,742,lv,lv,8776,DEM,Donald Trump,57.4
89113,1528,AtlasIntel,2.9,1.5,Online Ad,6.8,Georgia,10/12/24,10/16/24,213700,1796,lv,lv,8777,DEM,Donald Trump,54.8
